id,Gender,Travel,Age,Mode of reservation,Class,Distance Travelled,Departure/Arrival time convenient,Ease of Online booking,Platform Number,Food Service,Railway service,Seat comfort,Ticket-collector service,Washroom service,Baggage security score,Compartment safety score,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
56125,Male,frequent,38,online,first-class,2240.0,1,1,1,4,5,4,5,5,5,4,3,0,21.0,1
116180,Female,frequent,26,offline,second-class,539.2,5,2,3,4,2,5,4,2,4,3,4,16,16.0,0
109137,Male,frequent,58,online,first-class,3524.8,3,3,3,3,2,3,1,1,1,2,2,30,36.0,0
31857,Male,frequent,15,offline,second-class,4224.0,4,2,2,2,2,2,3,3,5,5,2,0,0.0,0
128431,Female,non-frequent,23,online,first-class,592.0,4,4,5,4,4,4,4,5,5,4,4,0,0.0,1
115701,Female,frequent,51,online,first-class,4035.2000000000003,5,5,5,1,3,4,4,4,4,1,4,15,7.0,0
7360,Female,frequent,38,offline,first-class,1252.8000000000002,4,3,2,2,4,4,3,3,3,5,4,27,22.0,0
13874,Female,non-frequent,38,online,second-class,1067.2,3,3,2,3,3,3,3,3,2,2,3,0,0.0,0
20435,Female,frequent,17,offline,handicapped-class,478.40000000000003,5,3,2,2,3,2,3,5,4,4,2,0,0.0,0
20845,Male,frequent,69,offline,second-class,571.2,1,3,3,4,3,4,1,2,2,2,4,0,8.0,0
122094,Male,frequent,67,offline,second-class,208.0,0,2,3,4,2,4,3,3,3,5,4,94,107.0,0
46438,Male,non-frequent,20,online,second-class,1918.4,1,1,5,2,1,3,4,2,3,5,2,11,0.0,0
93632,Male,frequent,35,offline,second-class,923.2,5,3,3,3,3,3,5,5,4,3,3,0,0.0,0
50916,Female,frequent,58,offline,second-class,304.0,3,0,1,4,3,4,5,0,5,2,4,0,0.0,0
123503,Male,frequent,45,online,first-class,3547.2000000000003,1,1,1,1,1,1,5,4,3,1,1,0,6.0,0
85069,Male,non-frequent,25,online,first-class,1113.6000000000001,5,4,2,1,4,1,5,2,5,4,1,15,10.0,0
82339,Female,frequent,52,online,first-class,4244.8,2,2,2,5,4,4,2,3,2,3,3,42,35.0,1
50735,Female,frequent,68,offline,second-class,492.8,5,2,2,5,5,5,2,2,2,5,4,68,64.0,0
70900,Male,non-frequent,26,online,second-class,2124.8,1,1,3,4,1,4,3,5,3,1,4,14,4.0,0
32424,Male,frequent,49,online,first-class,260.8,1,5,1,4,2,3,3,3,2,1,4,0,0.0,0
127262,Female,non-frequent,15,online,second-class,1771.2,0,0,3,4,0,3,4,5,4,2,4,1,0.0,0
718,Female,non-frequent,47,online,first-class,142.4,2,2,5,4,2,2,3,5,4,4,4,0,0.0,0
118113,Male,frequent,38,online,first-class,2080.0,4,4,4,3,4,4,5,5,5,5,4,0,0.0,1
21015,Male,frequent,13,offline,first-class,169.60000000000002,1,3,3,2,3,2,3,3,3,4,2,0,0.0,0
115723,Male,non-frequent,17,online,second-class,713.6,1,2,3,4,2,4,3,4,3,4,4,9,0.0,0
69600,Male,frequent,9,offline,second-class,3960.0,5,2,3,2,3,3,4,4,4,3,3,1,2.0,0
98498,Female,non-frequent,27,online,first-class,1068.8,0,0,5,5,0,5,5,5,5,5,5,1,0.0,1
95112,Female,frequent,34,offline,second-class,732.8000000000001,5,3,2,1,3,1,3,5,5,4,1,0,0.0,0
104,Male,frequent,42,online,first-class,5163.200000000001,3,1,3,3,4,4,4,4,4,3,5,0,0.0,1
29892,Male,non-frequent,20,online,second-class,876.8000000000001,1,3,3,5,3,3,2,3,4,1,5,20,9.0,0
31787,Female,frequent,26,offline,handicapped-class,963.2,5,3,2,3,3,3,5,2,5,4,3,6,0.0,0
113815,Male,frequent,23,online,handicapped-class,662.4000000000001,5,5,5,5,5,3,5,4,2,3,5,0,0.0,1
63523,Male,frequent,60,online,first-class,4470.400000000001,1,1,1,1,3,4,2,1,2,1,1,3,0.0,0
86543,Female,frequent,58,offline,second-class,1364.8000000000002,3,3,2,4,5,5,1,3,1,3,4,0,0.0,0
31405,Male,frequent,30,online,first-class,2473.6000000000004,3,3,3,2,2,2,4,2,4,1,2,0,4.0,0
100752,Female,frequent,14,offline,second-class,524.8000000000001,3,4,2,3,4,2,4,3,5,4,3,20,23.0,0
23809,Female,frequent,47,offline,second-class,598.4,4,2,3,4,3,3,3,2,5,1,3,0,0.0,0
129542,Female,frequent,49,online,second-class,3747.2000000000003,1,5,1,1,4,3,4,4,4,2,1,0,12.0,0
99597,Male,frequent,22,offline,second-class,1488.0,1,4,3,4,4,3,3,4,3,3,4,1,23.0,0
59200,Male,frequent,29,online,second-class,2304.0,2,2,2,1,1,1,1,5,1,4,1,48,33.0,0
122511,Male,frequent,49,online,first-class,6088.0,2,2,2,4,4,3,3,4,3,1,2,10,0.0,0
90237,Female,frequent,37,offline,handicapped-class,1803.2,4,2,3,3,2,5,4,4,5,4,3,0,0.0,0
62662,Female,frequent,51,online,first-class,2849.6000000000004,4,5,5,5,5,5,5,4,5,5,5,0,0.0,1
32803,Male,non-frequent,41,online,second-class,161.60000000000002,4,1,4,3,1,3,4,5,3,1,3,0,1.0,0
2439,Female,frequent,49,offline,second-class,1025.6000000000001,4,2,2,2,5,5,3,2,3,3,4,0,0.0,0
105371,Male,frequent,43,online,first-class,4283.2,3,3,3,3,4,4,3,3,3,3,3,0,0.0,0
62952,Female,frequent,34,online,second-class,1353.6000000000001,2,2,2,3,3,3,1,4,3,2,3,9,5.0,0
94106,Male,frequent,10,offline,first-class,307.20000000000005,5,3,5,5,3,5,4,1,5,5,5,38,23.0,0
14903,Male,frequent,46,offline,second-class,548.8000000000001,4,2,2,3,2,3,4,2,4,5,3,0,8.0,0
28798,Female,frequent,33,offline,first-class,1564.8000000000002,5,1,3,3,5,5,1,1,1,3,5,0,0.0,0
75480,Male,frequent,10,offline,second-class,3747.2000000000003,4,3,5,4,3,1,5,2,5,4,4,0,0.0,0
49399,Female,frequent,46,online,first-class,3776.0,5,5,5,1,3,3,1,1,3,2,4,17,17.0,0
36341,Male,frequent,56,offline,second-class,632.0,5,5,4,3,5,3,1,1,4,5,3,0,8.0,0
20147,Male,non-frequent,17,online,second-class,644.8000000000001,3,2,3,3,2,3,3,5,4,2,3,0,0.0,0
92526,Female,frequent,18,offline,second-class,3115.2000000000003,4,3,3,1,3,1,3,3,3,3,1,0,0.0,0
124621,Female,non-frequent,22,online,second-class,2331.2000000000003,1,1,4,3,1,3,4,2,5,5,3,4,1.0,0
107277,Female,frequent,42,online,first-class,3611.2000000000003,3,3,3,5,4,4,1,1,1,3,2,10,3.0,0
50114,Female,frequent,61,online,first-class,174.4,5,5,5,2,3,4,4,4,4,4,1,0,0.0,0
20818,Female,frequent,30,online,first-class,2635.2000000000003,5,3,5,5,5,5,4,5,1,2,5,97,91.0,1
10022,Male,frequent,16,offline,handicapped-class,731.2,5,2,3,4,2,4,3,3,5,4,4,0,0.0,0
94468,Male,non-frequent,48,online,second-class,382.40000000000003,1,2,1,2,2,5,3,3,1,2,2,14,6.0,0
7940,Female,frequent,30,online,first-class,6014.400000000001,2,2,2,5,5,5,5,2,5,4,5,0,0.0,1
103438,Female,frequent,31,offline,handicapped-class,379.20000000000005,5,4,1,5,4,5,4,2,5,3,5,0,0.0,0
28208,Female,frequent,68,offline,second-class,1492.8000000000002,5,2,2,2,4,4,5,2,5,5,5,2,1.0,0
96481,Female,frequent,56,online,first-class,4481.6,1,1,1,5,5,4,4,4,4,4,4,0,0.0,1
69250,Female,non-frequent,35,online,first-class,1172.8,1,1,4,5,1,5,4,3,5,4,5,0,0.0,0
25619,Male,frequent,24,online,second-class,1065.6000000000001,2,2,2,4,4,5,1,1,5,5,4,17,4.0,1
45769,Female,frequent,25,online,first-class,625.6,5,5,5,3,3,3,3,3,5,5,3,17,10.0,1
93845,Female,frequent,58,offline,second-class,625.6,3,1,4,3,4,1,3,1,3,5,2,0,4.0,0
34781,Female,frequent,14,offline,second-class,334.40000000000003,5,4,4,4,4,1,1,2,2,3,4,11,3.0,0
114235,Male,frequent,53,online,first-class,1379.2,1,5,1,5,3,3,2,2,2,4,3,31,26.0,0
61567,Male,frequent,21,offline,second-class,958.4000000000001,3,0,1,1,0,1,5,3,1,5,1,1,0.0,0
12904,Male,non-frequent,38,online,second-class,729.6,3,3,4,4,3,4,1,4,3,1,4,0,0.0,0
27897,Male,frequent,42,offline,handicapped-class,3726.4,5,2,4,3,2,3,5,5,4,5,3,0,0.0,0
3284,Male,frequent,60,offline,second-class,670.4000000000001,4,3,3,3,1,1,5,4,1,1,1,209,256.0,0
104931,Male,frequent,16,offline,second-class,336.0,3,1,3,1,1,1,3,2,3,2,1,35,26.0,0
7386,Female,non-frequent,28,online,first-class,835.2,3,3,4,5,3,5,5,2,4,3,5,77,82.0,0
47395,Female,frequent,57,online,first-class,3433.6000000000004,2,2,2,1,4,4,3,3,3,3,2,0,0.0,0
86225,Female,non-frequent,36,online,second-class,361.6,3,3,3,1,3,1,1,2,3,4,1,0,0.0,0
49211,Male,non-frequent,24,online,second-class,400.0,0,3,4,3,3,3,2,4,3,2,3,0,0.0,0
82850,Female,frequent,26,online,first-class,4987.200000000001,5,5,5,1,1,1,3,2,3,4,1,31,67.0,0
87286,Male,non-frequent,23,online,second-class,923.2,5,1,4,3,1,1,3,1,2,5,3,0,0.0,0
30235,Female,frequent,43,online,second-class,1321.6000000000001,2,2,2,2,2,2,3,3,3,1,4,12,30.0,0
100563,Male,frequent,41,offline,first-class,777.6,2,2,3,1,3,3,5,2,3,3,4,36,30.0,0
50101,Female,frequent,48,online,first-class,400.0,3,3,3,1,2,3,3,3,3,3,4,46,52.0,0
121116,Female,frequent,33,online,first-class,3792.0,2,2,2,4,4,4,3,4,4,4,4,0,0.0,1
1506,Male,frequent,42,online,first-class,6164.8,1,1,1,3,3,3,2,2,2,3,2,0,5.0,0
17938,Male,non-frequent,42,online,first-class,342.40000000000003,2,2,3,5,2,5,4,2,3,1,5,15,11.0,0
115783,Female,non-frequent,33,online,second-class,595.2,4,3,3,3,3,3,2,3,3,3,3,0,0.0,0
75966,Female,frequent,58,online,first-class,475.20000000000005,3,3,3,3,3,3,4,3,4,1,3,0,1.0,0
72737,Female,frequent,27,offline,handicapped-class,1576.0,5,4,2,2,4,2,4,3,4,5,2,8,9.0,0
64560,Female,non-frequent,39,online,first-class,358.40000000000003,3,3,4,2,3,2,4,5,5,3,2,0,1.0,0
107684,Female,non-frequent,68,online,second-class,401.6,2,3,3,3,3,2,2,2,3,3,3,0,0.0,0
46001,Female,frequent,16,offline,second-class,480.0,1,2,3,4,2,1,4,3,4,3,4,34,40.0,0
22884,Female,frequent,65,offline,second-class,483.20000000000005,5,3,2,2,5,4,1,3,1,3,4,0,4.0,0
9318,Male,frequent,58,online,first-class,670.4000000000001,5,5,5,4,4,4,2,2,2,1,4,0,0.0,0
108464,Male,frequent,21,offline,second-class,2310.4,1,3,3,3,3,3,4,1,2,4,3,16,9.0,0
51100,Male,frequent,30,offline,second-class,174.4,2,2,4,1,2,5,2,3,3,4,1,0,9.0,0
57189,Male,frequent,66,offline,handicapped-class,3563.2000000000003,4,3,2,5,3,5,3,3,5,3,5,62,53.0,0
2955,Female,frequent,48,online,first-class,2929.6000000000004,5,2,5,2,4,4,2,3,2,3,4,0,0.0,1
43956,Female,frequent,68,offline,second-class,652.8000000000001,4,3,4,5,5,4,5,3,3,5,3,0,33.0,0
106332,Male,frequent,59,offline,second-class,1320.0,5,4,4,4,4,2,4,2,4,4,4,1,0.0,0
42108,Female,frequent,54,online,first-class,1593.6000000000001,2,5,2,1,3,4,1,1,1,4,1,0,0.0,0
48495,Female,frequent,39,online,second-class,1353.6000000000001,2,2,2,5,5,5,1,4,2,5,5,39,30.0,1
124499,Male,frequent,28,online,first-class,5035.200000000001,5,5,5,2,2,2,1,5,4,4,2,5,4.0,0
66695,Female,frequent,42,online,second-class,1564.8000000000002,3,3,3,2,3,3,2,2,2,1,3,0,0.0,0
6873,Male,frequent,31,offline,second-class,995.2,4,2,1,5,2,5,3,3,5,4,5,2,3.0,0
89212,Male,frequent,41,offline,second-class,3385.6000000000004,5,4,3,1,4,1,2,1,4,2,1,1,0.0,0
15158,Female,frequent,13,offline,second-class,1459.2,5,3,1,5,3,2,4,3,5,3,5,9,9.0,0
8428,Female,non-frequent,37,online,second-class,739.2,2,2,4,5,2,5,1,4,4,3,5,3,8.0,0
43385,Male,frequent,49,offline,second-class,643.2,4,4,2,3,4,3,4,2,5,4,3,0,0.0,0
31129,Male,frequent,43,online,second-class,1585.6000000000001,3,5,3,4,4,4,2,4,3,1,4,0,14.0,0
902,Male,non-frequent,47,online,first-class,180.8,1,1,3,4,1,1,1,3,4,2,4,0,0.0,0
28050,Female,frequent,45,offline,second-class,2782.4,5,4,2,4,4,4,1,4,1,3,5,3,58.0,0
84625,Male,frequent,44,offline,second-class,1131.2,4,3,3,1,3,1,5,4,5,4,1,0,0.0,0
6310,Male,frequent,41,online,first-class,3081.6000000000004,3,3,3,5,4,4,4,4,4,3,5,2,18.0,1
86164,Female,non-frequent,22,online,second-class,569.6,1,1,4,1,1,1,3,4,3,2,1,26,9.0,0
443,Male,frequent,35,offline,first-class,395.20000000000005,4,0,2,4,4,4,3,0,3,5,5,0,0.0,0
32560,Female,non-frequent,29,online,second-class,345.6,1,1,3,4,1,4,4,3,3,3,4,0,0.0,0
97685,Male,frequent,37,online,first-class,3651.2000000000003,5,5,5,3,4,4,2,2,2,5,5,20,8.0,1
55856,Female,non-frequent,57,online,handicapped-class,2265.6,3,3,4,3,3,4,1,4,4,1,3,0,0.0,0
86500,Female,frequent,9,offline,second-class,1216.0,4,2,3,1,2,1,4,2,5,3,1,0,0.0,0
81138,Female,frequent,49,online,first-class,1585.6000000000001,1,1,1,3,5,5,5,5,5,4,5,0,0.0,1
99590,Male,frequent,58,offline,second-class,1432.0,4,2,5,5,2,5,3,4,5,3,5,0,0.0,0
72797,Male,frequent,14,offline,second-class,1672.0,2,2,2,5,2,1,2,3,3,1,5,0,,0
13678,Female,frequent,58,online,handicapped-class,739.2,4,1,4,2,3,3,4,4,4,4,4,0,0.0,1
15605,Male,frequent,53,online,first-class,467.20000000000005,3,3,3,1,4,3,1,1,1,4,4,59,57.0,0
63077,Male,frequent,41,offline,second-class,1547.2,4,3,3,4,3,4,4,2,3,1,4,12,8.0,0
116096,Female,frequent,61,offline,second-class,579.2,3,2,4,2,4,4,5,2,5,4,1,0,3.0,0
11424,Female,frequent,48,online,first-class,5900.8,4,4,4,2,5,4,5,5,5,5,5,0,0.0,1
58374,Male,non-frequent,27,online,first-class,1172.8,3,3,3,5,3,5,3,4,3,4,5,29,22.0,0
6160,Male,frequent,38,online,first-class,4297.6,5,3,3,3,2,3,2,2,2,2,2,0,8.0,0
75625,Female,non-frequent,33,online,handicapped-class,539.2,3,3,3,2,3,2,1,5,3,4,2,4,0.0,0
86216,Female,frequent,72,online,second-class,569.6,3,3,3,1,4,4,3,2,3,2,4,1,4.0,0
77047,Female,frequent,29,online,second-class,1849.6000000000001,5,5,5,4,4,4,3,3,4,2,4,0,0.0,0
121009,Female,frequent,68,offline,second-class,1377.6000000000001,5,1,2,3,4,4,5,1,5,4,3,0,0.0,0
9692,Male,frequent,57,online,first-class,4027.2000000000003,2,2,2,1,4,3,2,2,4,3,1,18,0.0,0
21456,Female,frequent,22,online,first-class,489.6,0,0,4,1,1,1,1,1,2,1,1,50,48.0,1
115919,Female,frequent,22,online,second-class,520.0,2,2,2,2,3,2,2,2,3,4,2,14,8.0,0
60126,Male,frequent,44,online,first-class,5360.0,3,3,3,2,4,4,5,5,5,5,3,0,14.0,1
114351,Male,frequent,37,offline,second-class,1547.2,4,2,3,2,2,5,1,5,3,3,2,28,13.0,0
54359,Male,frequent,37,online,first-class,6248.0,3,3,3,1,3,4,4,4,4,3,2,69,34.0,0
103699,Male,frequent,7,offline,second-class,648.0,5,2,4,4,2,1,2,5,2,2,4,11,1.0,0
2684,Female,frequent,64,online,first-class,955.2,5,5,5,2,5,4,5,5,5,4,4,0,0.0,1
122168,Female,non-frequent,25,online,first-class,873.6,0,2,4,4,2,4,4,4,5,4,4,0,0.0,0
118267,Female,frequent,60,online,first-class,5313.6,1,1,1,3,4,5,4,4,4,3,5,9,2.0,1
45434,Male,frequent,33,online,first-class,5942.400000000001,2,2,2,5,5,5,2,1,1,5,5,0,0.0,1
42361,Male,frequent,63,offline,second-class,721.6,5,5,2,2,5,2,3,3,5,3,2,0,0.0,0
17488,Female,non-frequent,25,online,second-class,563.2,3,1,3,3,1,3,5,3,3,2,3,0,0.0,0
37366,Male,frequent,32,online,first-class,3633.6000000000004,2,2,2,5,5,5,5,3,4,3,5,32,2.0,1
120664,Female,frequent,33,online,first-class,5446.400000000001,4,4,4,5,4,5,4,4,4,5,4,0,0.0,1
101598,Female,frequent,58,online,first-class,2193.6,1,1,1,2,5,5,4,4,4,4,4,11,0.0,1
65595,Female,frequent,65,online,first-class,2528.0,3,4,3,5,4,3,1,2,1,1,3,14,5.0,0
13989,Female,frequent,56,online,first-class,3088.0,5,5,5,1,4,4,4,4,3,2,1,4,21.0,0
5997,Male,frequent,21,online,first-class,1104.0,3,3,3,3,3,3,1,4,4,2,3,0,0.0,0
114358,Female,non-frequent,32,online,first-class,1531.2,1,1,4,1,1,1,4,3,5,5,1,8,0.0,0
36338,Male,frequent,13,offline,second-class,299.2,5,2,2,2,2,2,5,5,5,5,2,50,48.0,0
126383,Male,frequent,65,offline,second-class,811.2,4,2,2,1,2,1,5,3,4,4,1,2,5.0,0
72646,Female,frequent,17,offline,second-class,1790.4,4,1,3,5,1,5,3,3,4,2,5,0,0.0,0
47138,Female,non-frequent,39,online,first-class,1526.4,3,3,3,5,3,5,1,2,1,2,5,0,0.0,0
89906,Female,frequent,48,online,second-class,2379.2000000000003,2,2,2,1,3,3,3,3,3,2,3,0,0.0,0
12179,Male,frequent,49,online,second-class,1027.2,4,4,4,5,5,5,3,1,3,3,5,2,0.0,1
71478,Female,frequent,36,offline,handicapped-class,1339.2,3,2,1,4,2,4,3,3,4,2,4,0,4.0,0
107963,Female,frequent,56,online,second-class,1320.0,5,5,5,5,3,3,1,1,1,2,3,10,0.0,0
35620,Female,frequent,57,offline,handicapped-class,1520.0,3,2,3,1,4,3,3,2,3,4,2,0,0.0,0
128982,Male,frequent,67,offline,second-class,377.6,4,4,3,2,4,2,3,5,5,5,2,0,0.0,0
52317,Male,frequent,35,online,first-class,2766.4,2,2,2,1,2,3,2,2,2,4,4,0,0.0,0
106879,Male,frequent,23,online,first-class,5040.0,1,4,1,4,5,4,3,4,5,4,4,0,0.0,1
23017,Male,frequent,61,offline,handicapped-class,844.8000000000001,4,3,1,4,3,4,3,5,4,4,4,0,0.0,0
10395,Female,non-frequent,34,online,first-class,481.6,2,2,4,4,2,4,3,2,5,3,4,2,0.0,0
4812,Female,frequent,64,offline,handicapped-class,700.8000000000001,4,5,3,5,5,5,5,5,5,5,3,14,9.0,0
20671,Female,non-frequent,27,online,second-class,883.2,4,2,4,2,2,2,2,5,3,1,2,0,1.0,0
46641,Female,frequent,50,online,first-class,2825.6000000000004,2,2,2,3,4,3,3,3,3,1,1,0,0.0,0
94025,Male,non-frequent,25,online,first-class,382.40000000000003,5,2,2,2,2,2,4,5,4,3,2,4,6.0,0
42435,Female,frequent,33,offline,second-class,1790.4,5,3,3,4,3,5,4,2,5,5,4,0,0.0,0
55331,Male,frequent,56,offline,second-class,2120.0,4,4,3,5,4,5,3,4,5,4,5,2,0.0,0
51600,Male,frequent,32,online,first-class,4497.6,2,2,2,5,5,5,3,4,2,2,5,0,0.0,1
124490,Female,frequent,43,online,first-class,5620.8,4,4,4,1,4,4,1,1,1,1,4,0,37.0,0
50376,Female,frequent,64,online,first-class,137.6,2,2,2,1,1,2,2,2,1,2,3,0,1.0,0
93630,Male,frequent,7,offline,second-class,923.2,3,3,3,5,3,5,2,1,3,1,5,12,38.0,0
123745,Male,non-frequent,38,online,first-class,153.60000000000002,4,4,4,2,4,2,3,5,4,3,2,0,0.0,1
71936,Male,frequent,7,offline,handicapped-class,2756.8,4,5,3,4,5,4,3,5,4,5,4,4,0.0,1
1639,Female,frequent,8,offline,handicapped-class,1598.4,4,1,4,4,1,4,4,1,4,2,4,5,11.0,0
42355,Male,frequent,43,offline,second-class,1161.6000000000001,5,4,3,3,4,3,4,4,4,1,3,0,0.0,0
16838,Male,frequent,59,offline,second-class,1032.0,3,2,4,4,2,4,4,3,5,2,4,6,9.0,0
32918,Male,frequent,47,offline,second-class,161.60000000000002,5,3,1,3,3,3,4,3,5,5,3,0,0.0,0
108347,Male,frequent,32,online,first-class,2800.0,5,4,5,1,1,1,1,1,2,4,1,0,0.0,0
124175,Male,frequent,21,online,handicapped-class,3412.8,1,1,1,1,1,2,3,3,4,3,1,0,0.0,0
36907,Female,frequent,53,offline,second-class,3315.2000000000003,2,3,3,1,2,2,4,3,4,3,1,0,0.0,0
91749,Female,non-frequent,19,online,second-class,944.0,1,1,4,1,1,1,3,1,4,2,1,20,13.0,0
87683,Male,frequent,57,online,first-class,5011.200000000001,1,1,1,4,3,3,3,3,2,1,2,19,15.0,0
42642,Male,frequent,67,offline,second-class,873.6,4,4,1,4,4,4,5,2,4,3,4,0,0.0,0
84730,Male,non-frequent,22,online,second-class,769.6,0,1,2,4,1,4,4,2,4,4,4,0,0.0,0
86055,Female,frequent,60,offline,second-class,715.2,5,1,3,5,4,5,3,1,3,3,5,0,5.0,0
7866,Female,non-frequent,30,online,first-class,1516.8000000000002,3,3,4,1,3,1,3,2,5,4,1,4,0.0,0
69435,Male,frequent,29,offline,second-class,1753.6000000000001,5,4,1,1,4,2,4,1,5,3,1,0,0.0,0
113034,Female,frequent,46,online,first-class,4526.400000000001,4,4,4,3,5,4,4,4,4,5,4,0,0.0,1
102296,Female,frequent,42,online,first-class,4750.400000000001,4,4,4,1,4,4,1,1,1,4,3,0,3.0,0
23656,Female,non-frequent,50,online,second-class,116.80000000000001,0,3,3,3,4,4,1,3,2,4,4,195,205.0,0
30552,Female,frequent,32,offline,second-class,1528.0,5,1,3,2,1,4,5,3,4,4,2,0,0.0,0
112112,Female,frequent,46,online,first-class,3433.6000000000004,5,5,5,3,3,2,4,4,4,4,2,35,28.0,0
61760,Female,frequent,9,offline,second-class,2084.8,5,2,5,1,2,1,5,2,4,3,1,2,0.0,0
127220,Female,frequent,53,offline,handicapped-class,993.6,3,2,2,3,5,4,4,2,4,4,1,0,0.0,0
70444,Female,frequent,10,offline,second-class,299.2,4,3,2,5,3,5,3,2,5,5,5,27,28.0,0
103333,Female,frequent,70,offline,second-class,2193.6,5,3,2,4,4,5,1,3,1,3,4,3,0.0,0
38165,Female,frequent,33,offline,second-class,1998.4,1,3,3,5,3,5,2,4,1,3,5,15,15.0,0
38225,Male,frequent,12,offline,handicapped-class,1745.6000000000001,4,1,5,4,1,4,4,1,4,5,4,0,0.0,0
56479,Female,non-frequent,33,online,first-class,7940.8,2,2,1,2,3,3,4,5,5,3,3,75,171.0,0
23843,Female,frequent,39,online,first-class,4473.6,2,2,2,3,4,4,2,3,2,4,5,0,0.0,1
38021,Female,frequent,49,online,second-class,1979.2,2,2,2,4,5,4,5,5,5,3,2,0,0.0,1
116527,Female,frequent,42,offline,second-class,624.0,5,1,4,3,4,4,2,1,2,5,5,0,0.0,0
102523,Female,frequent,16,offline,second-class,662.4000000000001,1,2,2,4,2,4,2,1,2,1,4,0,0.0,0
119842,Female,frequent,22,online,second-class,1459.2,1,5,5,4,4,3,3,3,4,1,4,0,7.0,0
60119,Male,non-frequent,37,online,first-class,1680.0,1,1,2,3,1,3,5,5,5,3,3,0,0.0,0
20127,Male,frequent,63,offline,second-class,665.6,2,2,4,1,2,1,1,5,4,2,1,125,121.0,0
61948,Male,frequent,38,online,first-class,3283.2000000000003,1,1,1,3,1,1,4,4,4,3,4,4,0.0,0
55672,Female,non-frequent,36,online,first-class,1640.0,2,2,3,5,2,4,4,5,4,4,5,37,40.0,0
16311,Male,frequent,28,online,first-class,5672.0,2,2,2,5,4,5,2,1,5,3,5,45,51.0,1
43106,Female,frequent,31,offline,second-class,377.6,4,2,4,5,2,5,5,5,3,2,5,0,0.0,0
16744,Male,frequent,20,offline,handicapped-class,1867.2,4,2,4,4,2,4,3,4,4,3,4,0,25.0,0
73479,Female,frequent,69,offline,second-class,1608.0,5,3,3,5,4,4,4,3,4,4,4,0,0.0,0
44887,Male,frequent,17,offline,second-class,891.2,5,1,3,3,1,3,5,2,1,4,3,127,115.0,0
12537,Male,frequent,38,online,first-class,3873.6000000000004,5,1,5,2,4,3,2,2,2,3,2,0,0.0,0
111549,Male,non-frequent,24,online,second-class,1412.8000000000002,3,3,1,2,3,2,3,4,5,5,2,61,44.0,0
100183,Male,frequent,12,offline,second-class,748.8000000000001,4,1,4,3,1,5,4,1,5,1,3,42,41.0,0
33303,Male,frequent,16,offline,handicapped-class,260.8,4,3,2,5,3,1,5,2,5,3,5,6,4.0,0
26379,Male,frequent,52,offline,second-class,1324.8000000000002,3,2,2,5,2,2,4,3,2,4,5,0,0.0,0
79123,Male,frequent,9,offline,second-class,569.6,5,4,1,4,4,4,3,2,5,3,4,0,0.0,0
55475,Male,frequent,36,offline,second-class,2920.0,4,2,4,1,2,1,4,3,4,4,1,0,0.0,0
14067,Female,frequent,30,online,first-class,4835.2,4,4,4,1,1,1,4,5,4,3,1,0,0.0,0
129469,Male,non-frequent,23,online,second-class,2284.8,2,2,2,2,2,2,4,3,5,3,2,0,7.0,0
56738,Male,frequent,50,offline,second-class,1499.2,5,3,2,1,3,1,1,1,5,4,1,0,6.0,0
103708,Male,frequent,36,offline,second-class,648.0,5,4,4,3,4,3,4,5,5,4,3,61,53.0,0
84825,Female,frequent,56,online,second-class,769.6,2,2,2,1,3,4,3,3,3,1,4,9,6.0,0
47709,Male,frequent,31,online,handicapped-class,1937.6000000000001,2,2,2,2,2,2,4,5,3,2,2,0,10.0,0
125875,Male,frequent,32,online,first-class,3249.6000000000004,4,4,4,4,5,4,4,3,2,1,4,0,4.0,1
72167,Female,frequent,26,offline,handicapped-class,1169.6000000000001,2,2,4,4,2,4,4,3,3,3,4,0,0.0,0
53411,Female,non-frequent,22,online,second-class,3907.2000000000003,2,2,3,2,5,5,3,3,4,5,5,2,14.0,0
80110,Male,frequent,56,offline,second-class,2592.0,5,2,4,2,2,2,3,3,5,5,2,0,0.0,0
32316,Female,non-frequent,54,online,second-class,161.60000000000002,3,1,3,2,1,1,4,3,2,4,2,0,0.0,0
117268,Male,frequent,27,offline,second-class,592.0,0,2,4,5,2,1,4,4,4,5,5,0,0.0,0
45837,Female,frequent,46,offline,second-class,345.6,0,1,2,2,2,3,3,1,4,1,3,0,0.0,0
106869,Male,frequent,32,online,first-class,4169.6,1,1,1,2,2,2,1,5,3,2,2,0,0.0,0
20035,Female,frequent,37,online,first-class,3524.8,2,5,2,2,4,4,4,4,4,1,4,0,0.0,0
125734,Female,frequent,55,offline,handicapped-class,1371.2,1,1,2,2,2,2,2,1,2,4,3,9,17.0,0
60351,Male,frequent,51,offline,second-class,1638.4,5,1,1,2,1,2,3,5,3,4,2,0,5.0,0
8722,Male,frequent,50,offline,second-class,448.0,3,2,3,2,2,2,1,5,3,2,2,0,3.0,0
11017,Male,frequent,55,online,first-class,395.20000000000005,2,2,2,5,3,3,3,3,3,3,1,0,9.0,0
77857,Male,frequent,14,offline,handicapped-class,1300.8000000000002,4,3,4,5,3,5,5,4,4,5,5,0,0.0,0
24336,Male,non-frequent,15,online,second-class,1014.4000000000001,5,1,4,4,1,3,5,1,3,4,4,34,39.0,0
