ids,article,advertisement,conflict_of_interest,fan_point_of_view,press_release
3870,"Daisaku Shinohara , Shinohara Daisaku, 4 July 19331 February 2016 was a Japanese actor and voice actor. He was born in Hokkaido. His wife was voice actress Keiko Hanagata. Shinohara was represented with Tokyo Actor's Consumer's Cooperative Society and later moved to 81 Produce until he died.",0,0,0,0
3871,"Google Shoelace is a hyper local social network aimed at forming a group of friends by matching the user with people having similar interests and hobbies. After numerous high profile failures, Google is trying its hands again at social networking with this latest application. Shoelace is intended to bring new people together. It's developed by Area 120 Unit, which is Googles workshop for experimental products. Shoelace is available on Android and iOS. Google's social networking efforts have been a failure so far. This is the fifth attempt to succeed in social space after the high profile collapse of Orkut, Google Friend Connect, Google Buzz and Google recently. It's still in an invite only testing phase. Shoelace bears a striking similarity to Google Schemer which was a service for sharing and discovering things to do. Google is launching Shoelace on a smaller scale with limited access currently only in New York City. The developers are planning to expand the service to various cities across the U.S.",0,0,0,1
3872,"ShopClues is an online marketplace owned by Clues Network Pvt. Ltd. It was established in July 2011 in Silicon Valley by Sanjay Sethi, Sandeep Aggarwal and Radhika Aggarwal. Based in Gurgaon, India, the company claims to have over 6 lakh merchants and 2.8 crore products on its platform, serving over 32,000 pincodes across the country. Valued at US 1.1 billion, ShopClues has Tiger Global, Helion Ventures, and Nexus Venture Partners as major investors. It is an e commerce site. Unfortunately the site has been not been able to catch up with e commerce businesses like Flipkart and Amazon. The site has had a number of complaints both from customers and from other businesses claiming that the site is selling fake products . ShopClues provides unstructured categories of home and kitchen, fashion, electronics and daily utility items. Around 70 of its Gross Merchandising Value GMV is received from Tier II and Tier III cities. In June 2016, the online marketplace reached half a million sellers on its platform, claimed to be the highest in the Indian e commerce industry. The employee strength as of 2017 is more than 700 people. In 2015, the e commerce player launched its Android app for sellers, and later added iOS apps. In July 2016, ShopClues collaborated with a hybrid e commerce company, StoreKing to promote its products on the latter's app. In the same year, the company acquired Momoe, a Bangalore based mobile payments company. In 2016 ShopClues acquired the IP of a SaaS platform from Squeakee Media which was founded by Abrar Shaikh in Mumbai, India. In December 2015, the company invested towards seed funding in HeyBiz, which is a real time shopping assistant app. In January 2016, ShopClues raised US 100 million from Tiger Global Management and joined the Unicorn Club.",1,0,0,0
3873,"Delhi has been, since historical times, remained a favoured destination for shoppers. From traditional bazaars to modern day swanky malls, Delhi has everything to offer to a customer. Delhi's street markets are reported to provide a greater turnover as compared to malls. Since not everyone can afford to shop at malls or branded stores, most residents swear by the street markets. The quality of goods varies from market to market. Below is a list of famous shopping markets and malls in and around Delhi.",1,0,0,0
3874,"Shopping malls play an important role in the Philippine economy. Major Philippine mall chains are located around the country, such as SM Supermalls which has over 43 shopping malls around the country. Another major mall chain is Ayala Malls, which has 14 shopping malls serving nationwide. The Philippines has also other major mall chains such as Robinsons Malls, Walter Mart malls, Gaisano malls, Ever Gotesco Malls, Isetann and many more.",1,0,0,0
3875,"The Shops at Wiregrass is an open air lifestyle center in Wesley Chapel, Pasco County, Florida. In addition to free parking lots, valet parking, and a parking structure, there are streetside parking spaces at meters along its central street, Paseo Drive. The total size of the property is 850,000 square feet 79,000 m2 of both retail and restaurant space. The center currently features over 100 different shops including many popular restaurants and eateries, and a wide selection of clothing, shoe and health and beauty stores for the entire family. The mall is anchored by Dillard's, Macy's, Barnes and Nobles, and J. C. Penney. In addition the center is home to a growing number of nightlife venues. Regularly scheduled events are held at the development's Center Court, which also contains a children's play space and an outdoor moving train attraction. The Shops at Wiregrass opened in 2008.",1,0,0,0
3876,"ShowDocument is an online web application that allows multiple users to conduct web meetings, upload, share and review documents from remote locations. The service was developed by the HBR Labs company, established in 2007. Users can collaborate on and review documents in real time, with annotations and text being visible to all users and accessible for co editing. The idea of every user being able to annotate can cause conflicts within the sessions, and so main navigation options are under the presenter 's control which can be given to a different user as well. An earlier version of the application, by contrast, had allowed all users to navigate and edit at once, causing the system to drop all incomplete edits. It is possible to draw and write on a virtual whiteboard, and to stream a YouTube video to a group in full synchronization. A feature also exists for co browsing of Google Maps. Entering an open session in the application can be done with a given code number, or by sending receiving a link through an Email message. Different file formats can be uploaded and saved either online or offline, such as PDF. A PDF file's text cannot be edited text is edited through the separate text editor. Although the platform contains a text chat, it is not intended to replace instant messaging software, as there are no extensive messaging features. The application has a paid and a free version, with the free version having a few limitations audio and video options are disabled, number of participants is limited and sessions are time limited. Showdocument was first developed in 2007. On September 8, 2009, HBR labs released a new version which included features such as secure online document storage and mobile device support.",1,0,0,0
3877,"Shower Shock is a bar of soap that has been impregnated with caffeine. The manufacturer ThinkGeek claims that when the soap is used, caffeine is exuded in the lather, to be absorbed through the user's skin. However, the idea that caffeine passes rapidly through the skin is unproven, and it has been suggested that the amount absorbed is not significant compared to a cup of coffee. Anecdotal accounts of using this soap also suggest that it is not effective as a delivery method for caffeine. Showershock is peppermint scented glycerine soap that comes in a normal size, weighing 4 ounces 113 grams , estimated to provide 12 washes with 200 milligrams of caffeine per wash. The soap is also sold in a Travel size, estimated to provide 4.5 showers and 200 milligrams of caffeine per wash, weighing 1.5 ounces. In addition to the soap bars, there is also a Showershock Caffeinated showergel, with the same amount of caffeine per wash if someone uses the normal amount of gel with each bottle weighing 6.76 ounces. The addition of peppermint oil to the body soap is widely considered to help to stimulate the user's senses to effect an alert state in the user, as caffeine's ability to meaningfully diffuse through human skin is extremely limited and, as a result, users will generally not receive a meaningful dose of the drug through the soap itself.",1,0,0,0
3878,"Shukriya English Thank you, Hindi is an Indian reality television television program, the first original program broadcast by Zindagi channel. It is produced by Frames Production. The show revolves around the channels philosophy of connecting hearts originally Jodey Dilon Ko . Each episode promises to be an emotional and exciting journey and Shukriya will redefine the meaning of Shukriya, as it may mean the world to someone. The channel has partnered with Indias largest Radio Network Big FM to bring alive the spirit of its first non fiction show Shukriya. The tag line of the show is 'Real People Aur Real Emotions Se Bana Ek Naya Reality Show' English A New Reality Show Made Up of Real People and Their Real Emotions . In each of its episode to recognise and honour the spirit of the uncommon people who made the life of the common man special, Shukriya, provides a platform to individuals to share stories of their bonding with their loved ones and say thank you to them in front of camera. In each episode a person is thanked in a unique and creative way. There was also a special episode on the occasion of Teacher's Day in which an ex student thanked his teacher in a unique way. Shukriya is hosted by Actor, Anchor, Gunjan Utreja.",1,0,0,0
3879,"Dee Shulman born 1957 is a British author and illustrator of novels for children and young adults. Dee Shulman was born in Johannesburg, and studied English at York University and Illustration at Harrow School of Art. Her first book Feminist Graffiti was published whilst studying at Harrow. On finishing art school she worked as a storyboard artist and freelance illustrator on magazines and books. Her first childrens picture book, One Day Janie Puffin was inspired by her 2 year old daughter. Since then she has written and or illustrated over 50 books for children, and has been shortlisted for the FCB award, and longlisted for the Waterstones Childrens Book Prize. In 2008 the first Polly Price book was published My Totally Secret Diary On Stage in America, and was followed two years later by My Totally Secret Diary Reality TV Nightmare. The 3rd book in the series, Polly Prices Totally Secret Diary Mum in Love was published in August 2012. The 4th is due for publication in 2014. Her most widely held book is Hetty and the Yeti, a children's book which, according to WorldCat, is held in 247 libraries and has been translated into Chinese, In April 2012 Fever, the first novel in her dystopian teenage series,The Parallon Trilogy, was published by Penguin. The 2nd book, Delirium, was published in May 2013, and the third, Afterlife, is due in 2014. Rights to the trilogy have been sold to Germany, Brazil, Israel, Spain, Turkey, Serbia, Poland, France, Russia and China.",1,0,0,0
3880,"Shushybye is an original dream themed entertainment brand for preschoolers toddlers, encompassing a national television series on BabyFirst, a series of bedtime storybooks from St. Martin's Press, toys, and plush dolls, music CDs, DVDs and sleepwear. New episodes of Shushybye were planned to air on Babyfirst TV in January 2013 with a new group of characters known as the Dreamsters joining the cast. Shushybye is all about dreams. These dreams are made especially for children by the Shushies who live in villages such as Nap Valley, Snore Shore, and Slumber Heights. Children make a Dream Wish before they go to sleep. The Shushies say wondrous over and over, make all their dreams, then place them in Dream Boxes. Conductor McCloud then calls everything wondrous , puts the Dream Boxes onto the Shushybye Train, and transports them to children as they fall asleep on time. After making dreams, the Shushies gather in Pillow Park for the nightly Shushybye Dance, where they move and groove to the music of the Shushybyes, and take turns saying wondrous . Shushybye creator songwriter Steve Syatt wanted to compose and produce music that adults would enjoy while helping introduce their children to such popular musical genres as rock 'n roll, blues, jazz, rhythm blues, Latin, and country. As a result, the Shushybyes explore many diverse music forms that have been hailed by major parenting media as contemporary lullaby classics. The Dove Foundation awarded Shushybye five stars and recommends it as a fantastic, colorful, foot tapping music video for little ones and their families.",1,0,0,0
3881,"SIC Insurance Company formerly called State Insurance Corporation is a Ghanaian insurance company. They are listed on the stock index of the Ghana Stock Exchange, the GSE All Share Index. It formed in February 1962. Recently its expansion plans were shelved due to the Ebola virus. SIC Insurance writes virtually all classes of short term insurance including five which cover motor, fire, marine, aviation, and general accident, and policies for the hospitality industry. In the light of the oil find along the western coast of Ghana, SIC Insurance positioned itself to underwrite oil and gas and other ancillary business in Ghana. Further to this, Ghana Insurers Association GIA as a way of building capacity and positioning itself to adequately handle all related insurances on oil and energy risks, and form a pool. All insurances relating to exploration, drilling, through to the production of oil and gas are placed in the pool and the core responsibility of the entire portfolio is managed by the appointed Manager. SIC Insurance was appointed as the pool manager based on their capital base, human resource capacity, and track record among other things. SIC Insurance's responsibility involves dealing with all the Ghana insurance companies participating in the pool, the clients and other stakeholders as well as the overseas re insurers. SIC Insurance is the leading provider of non life insurance products in Ghana with an estimated market share of over 25 . The company exceeds the minimum stated capital requirement of US 1 million GH1.42 million set by the National Insurance Commission of Ghana.",1,0,0,0
3882,"Salamat International Campus for Advanced Studies SICAS , founded in 2001, is a private, fee charging academic institution in Lahore, Punjab, Pakistan. SICAS provides secondary education and preparation for General Certificate of Education GCE . The institution has one purpose built campus in Gulberg Town. SICAS is part of the Salamat School System, a group of academic institutions in Lahore city. The institution follows a curriculum designed to culminate in GCE O Level and GCE AS A Level qualifications from the British examination board of University of Cambridge International Examinations CIE of Cambridge Assessment UCLES . SICAS is classified as an international university preparatory school, giving its students the opportunity to apply to foreign universities for admission into undergraduate programs.",1,0,0,0
3883,"Sanjiv Sidhu born June 1957, in Hyderabad, India is a software entrepreneur known for founding i2 Technologies, a supply chain management software company, and o9 Solutions, a Dallas, Texas based company which offers a decision management platform for multinational corporations. In 1980 Sidhu graduated from Osmania University, Hyderabad, earning a bachelor of science degree in Chemical Engineering. He then moved to the United States and attended Oklahoma State University, earning a Master of Science degree in Chemical Engineering in 1982. Sidhu also did graduate work in systems and control engineering at Case Western Reserve University in Cleveland. Prior to starting o9, Sidhu founded and served as chairman of i2 Technologies, a supply chain management company. i2 Technologies went public in 1996, and at his peak Sidhu's personal stake in i2 hit a high of 6.5 billion Forbes listed him as the 109th richest person in the world in 2001. At that point he was considered the richest person of Indian origin in the world. In 2000 Sidhu was awarded the Non Resident Indian of the Year by the Indian government.",1,0,0,0
3884,"Sidmach Technologies Nigeria Limited commonly referred to as Sidmach is a Nigerian indigenous information technology IT company with its headquarters in Lagos State Nigeria and other branches in Port Harcourt and Abuja. Sidmach is a Nigerian indigenous information communication technology company that started operations in the year 1994 by five Nigerians Mr Michael Olajide, Mr Adedayo Arogundade, Mr Chijioke Eke, Mr Hassan Alao, Mr Samuel Udofia .",1,0,0,0
3885,"The Siebel Scholars program was established by the Thomas and Stacey Siebel Foundation in 2000 to recognize the most talented students at 29 graduate schools of business, computer science, bioengineering, and energy science in the United States, China, France, Italy, and Japan. Funding for the Siebel Scholars program was established through grants totaling more than 45 million. Each year, top graduate students from each institution are selected as Siebel Scholars. Siebel Scholars are selected by the Deans of each school on the basis of outstanding academic performance and qualities of leadership to receive a 35,000 award. The specific process varies from school to school. Siebel Scholars are key advisors to the Siebel Foundation, guiding the development of innovative programs the Foundation initiates. The annual Siebel Scholars conference and ongoing planning sessions throughout the year are an integral part of the Siebel Scholars program. A key element of the program is the annual Siebel Scholars Conference. Each year, current and past Scholars convene at the annual Conference. The Scholars, university faculty, and some thought leaders gather to discuss and debate global issues.",1,1,0,0
3886,"SignaFresh is a brand of a natural phospholipid based on lysophosphatidylethanolamine LPE , a biopesticide approved by US EPA. Lysophosphatidylethanolamine LPE is active ingredient of SignaFresh. LPE is much insoluble in water so that it is too hard to apply to agricultural use. SignaFresh is a product that is made under LPE technology to handle easily in use. With a pre harvest spray of product, the agro products get benefits such as increased size, improved pack out, enhanced color and longer shelf life. It is used with tomatoes, peppers, grapes, cranberry, cherries, and oranges for increasing color, sugar contents and their storage life.",1,0,0,0
3887,"SignalFx is a SaaS based monitoring and analytics platform based in San Mateo, California which allows customers to analyze, visualize, automate, and alert on metrics data from infrastructure, applications, microservices, containers, and functions. At the core of the platform is a streaming architecture that splits metric data points into two streams, one for human readable metadata and the other for time series values. The data is routed through a pub sub bus to SignalFlow, a python like analytics language accessible through the main SignalFx GUI and through programmable API's. The platform is able to process millions of data points per second at 1 second resolution with less than 2 seconds of latency, from ingestion to alert. SignalFx was co founded by Karthik Rau and Phillip Liu in February 2013. Phillip Liu previously worked at Facebook for four years as a software architect and Karthik Rau worked at Delphix and VMware. SignalFx received 8.5 million in a Series A investment from Andreessen Horowitz, adding Ben Horowitz to its board. In 2015 Signal Fx received 20 million in Series B investment led by Charles River Ventures with participation from Andreessen Horowitz, adding Devdutt Yellurkar to its board. In May 2018, SignalFx announced its Series D funding of 45 million led by General Catalyst with participation from existing investors Andreessen Horowitz and Charles River Ventures. This round brings total funding for SignalFx to 103.5 million since its founding in 2013. SignalFx currently serves over a hundred customers, including Athenahealth, Chairish, HubSpot, EllieMae, Carbonblack, Kayak, Shutterfly, Sunrun, and Yelp. On August 21st, 2019, SignalFx was acquired by Splunk for 1 billion.",1,1,0,0
3888,"SignalR is a software library for Microsoft ASP.NET that allows server code to send asynchronous notifications to client side web applications. The library includes server side and client side JavaScript components. ASP.NET SignalR is a library for ASP.NET developers to add real time web functionality to their applications. Real time web functionality is the ability to have server side code push content to the connected clients as it happens, in real time. SignalR takes advantage of several transports, automatically selecting the best available transport given the client's and server's best available transport. SignalR takes advantage of WebSocket, an HTML5 API that enables bi directional communication between the browser and server. SignalR will use WebSockets under the covers when it's available, and gracefully fall back to other techniques and technologies when it isn't, while the application code remains the same. SignalR also provides a simple, high level API for doing server to client RPC call JavaScript functions in a client's browser from server side .NET code in an ASP.NET application, as well as adding useful hooks for connection management, such as connect disconnect events, grouping connections, authorization.",1,0,0,0
3889,"Signority is a cloud based electronic signature provider in Ottawa, Canada. The company's Software as a Service platform provides organizations with a streamlined process to manage contract workflow and execution. It offers a paperless online digital signature solution to access, verify, sign, and certify documents from anywhere in the world. Signority has its headquarters in Ottawa, Ontario, Canada. It was incorporated as a federal and a provincial Ontario corporation on November 19, 2010 by two Canadian entrepreneurs Jane He and Qingbo Jin. At inception, the company name was EPEink Electronic Pen Paper Electronic Ink and the product name was GreenSignatures. In January 2013, the company and the product were re branded to Signority. Besides ease of use, Signority places great emphasis on its intellectual property investment. Two applications have been filed to United States Patent and Trademark Office Signority is completely web based and supports multiple mainstream browsers including Firefox, Chrome and IE8 . There is no need for software installation and specialized hardware. It also offers 3rd party integration through API for enterprise customers. Signority uses multiple level user ID authentication for login and secured communication with 256 bit SSL encryption protocol. Since various North American and international laws and regulations, including ESIGN, the Uniform Electronic Commerce Act, and PIPEDA, permit the use of electronic signatures in many situations and sectors, such as legal sector and real estate sector, Signority electronic signature is valid and legally binding.",1,0,0,0
3890,"SMU Ghana was established in 2007 by KnowledgeWorkz Ltd Ghana as Ghana's maiden Authorized Study centre of Sikkim Manipal University, India. It is Located at the Ring Road Central opposite Provident Towers in Accra. SMU Ghana Learning Centre offers bachelor's and master's degrees programs in the following departments The Centre has an alumni base of more than 1000 students from Ghana, Nigeria, Liberia and other West African countries. Including French English speaking nationals. Coordinates 60526N 01548W 6.09056N 0.26333W 6.09056 0.26333",0,0,0,1
3891,"Silicon Valley Polytechnic Institute SVPTI , also dba California Valley Polytechnic Institute CalPT and Silicon Valley Technical Institute SVTI , established in 1998, is a provider of certificate training programs, located in the heart of Silicon Valley, in San Jose, California, United States. SVPTI offers training programs covering a wide range of topics in Software, Electronic Design, Semiconductor Technology, IC Packaging and Test, Communication and Computer Engineering, as well as Electronic, Mechanical and Architectural drafting. SVPTI has received several awards from the industry as shown below. Synopsys Inc., a leading developer of semiconductor design software, selected SVPTI to receive a Charles Babbage grant because of its focus and commitment to the high tech electronic industry as well as the quality of its training programs. Mentor Graphics Corporation announced that it is enabling SVPTI to develop and offer some continuing education courses based on Mentor's tools in the areas of design for manufacturability DFM , nanometer IC design, physical verification and integrated systems design.",1,0,0,0
3892,"Sills Cummis Gross P.C. formerly Sills, Beck, Cummis, Radin, Tischman Zuckerman is a full service corporate law firm with offices in New Jersey and New York City. The firm was founded by former New Jersey Attorney General Arthur J. Sills. Antitrust Appellate Banking and Finance Capital Markets and Corporate Technology Class Action Litigation Construction Law Corporate and Securities Corporate Internal Investigations and Business Crimes Creditors Rights and Bankruptcy Reorganization Employment and Labor Environmental Family Law Gaming and Casino Health Care and Hospital Insurance Intellectual Property Life Sciences Litigation Mergers Acquisitions Products Liability, Pharmaceuticals and Medical Device, Toxic Torts Real Estate, Real Estate Finance and Zoning and Land Use Regulatory and Administrative Tax, Trusts and Estates.",1,0,0,0
3893,"Silver Oaks School, Hyderabad, with the principal Ms. Seetha Murthy and the director Mr.Dhanunjaya, was established in April 2002 as an English medium co educational school affiliated to the Central Board of Secondary Education, New Delhi, India. It has been recognized as an IB World School for the past few years and offers IB PYP program. The campus covers four acres. The school motto is Where the mind is without fear and head is held high... International Baccalaureate World School IB Primary Years Programme from PPI to Grade VI CBSE Curriculum from Grade VI to XII The school's main campus is stated in Miyapur, Hyderabad and has recently launched another branch in Bangalore in 2013 The Junior School has students from Pre Primary to Grade 6, which is categorized as Pre Primary wing for PP1 PP2, Primary wing for Grades 1 to 3 and Junior wing for Grades 4 to 6. All the three wings are located in the PYP block of the campus. The Senior school is for students from Grades 7th to 12th and is located in the Leadership block of the campus.",1,0,0,0
3894,"Silver streaming is the term often used when a company makes an agreement with a mining company to purchase all or part of their silver production at a low, fixed, predetermined price to which both parties agree. The silver is usually a by product of the mineral the mining company's business is based on most silver is produced as a by product of base metals . The arrangement can be made through silver purchase agreements or precious metals agreements. The transaction is considered mutually beneficial. The mining company gets much needed capital by immediately monetizing the non core silver, while the company receiving the silver gets it without having to invest in exploration, development, maintenance. Silver streaming companies have no control over the mines that produce their silver, meaning that when production falls short of expectations or is affected by political instability it must incur the losses itself because of the lack of control over production, earnings are based entirely on the market price of silver. Silver Wheaton Corporation is the world's largest silver streaming company.",1,0,0,0
3895,"Richard Simcott is a hyperpolyglot who lives in Chester, United Kingdom. He speaks 16 languages fluently. Harper Collins referred to him as One of the most multilingual people from the United Kingdom . Besides the languages that he exhibits fluency in, he also has actively studied more than 50 languages at some point in his career. Simcott was born in the UK, with English as his first language, quickly learning French at a young age he says he does not remember not speaking French . He grew up in the English Wales Border districts so quickly learnt Welsh as well. His Father re married a Thai woman, so he started to learn Thai on some trips there as a teenager. Since that time he has learned a range of languages including Turkish, Polish, Hebrew, Chinese, Icelandic, Macedonian and Esperanto. Simcott has worked with languages in the UK diplomatic service, he has been a production manager for Emoderation as well as being the languages director for Polpea. He has also hosted a range of Polyglot conferences internationally, and is the current head of the Polyglot conference. He was featured in the Canadian documentary on Polyglots Word Play along with Axel Van Hout, Alexandre Coutu and Steven Kaufmann. Simcott runs his own Blog Speaking Fluently and has published a book on French Short Stories. In 2015 the Goethe Institut named him Ambassador for Multilingualism. He is regarded as one of the most proficient polyglots in the UK. Simcott can learn languages in very short periods of time, and has passed C1 Fluency exams after 3 months of study. He can speak about 30 languages in total to some degree. Unlike many polyglots, Simcott continues to study languages in a university environment.",1,0,0,0
3896,"SimEvents is a discrete event simulation tool developed by MathWorks. It adds a library of graphical building blocks for modeling queuing systems to the Simulink environment. It also adds an event based simulation engine to the time based simulation engine in Simulink SimEvents provides a graphical drag and drop interface for building a discrete event model. It provides libraries of entity generators, random number generators, queues, servers, graphical displays and statistics reporting blocks. Integration with MATLAB allows customization of the process flow in a SimEvents model. A MATLAB function can be developed to represent a task scheduling sequence, routing of parts, or production recipes in a process flow. Since the two programs are within the same tools environment, it is straightforward to generate custom random distributions of input tasks, optimize a process, as well as to generate custom statistics. SimEvents and Simulink can be used in the same simulation model to simulate hybrid or multi domain systems that have both time based and event based components.",0,0,0,1
3897,"Simmons Energy A Division of Piper Jaffray is an independent investment bank specializing in the energy industry, offering M A advisory, capital markets execution and investment research. Simmons Company International has offices in Houston, Aberdeen, London and Dubai. Simmons Company International was founded in 1974 by Matthew R. Simmons with the focus of providing financial advisory services to the energy service sector. In 2009, Matt Simmons retired to become Emeritus Chairman . As of June 16, 2010, Matt Simmons retired from the company. Simmons Energy A Division of Piper Jaffray, Formerly Simmons Company International, Energy Specialists of Piper Jaffray, announced a rebranding and name change on October 24, 2018. Simmons employs approximately 150 individuals and is active in the energy services and equipment, midstream downstream, exploration and production, and alternative energy sectors. From January 2008 to September 2012, Simmons Company completed 167 transactions totaling approximately 34 billion in value, with a majority of its focus towards M A transactions. Clients of Simmons Co have included energy companies such as FMC Technologies and Hunting PLC, as well as many other energy companies. On October 21, 2019, it was reported Simmons Energy had performed a layoff of a majority of their upstream oil and gas acquisition and divestitures A D team with the retirement of Jay Boudreaux, head of upstream A D at the end of 2019.",1,0,0,0
3898,"Glenn Simmons is a Canadian singer, songwriter, multi instrumentalist, record producer and actor. He is best known for being a member of The Wonderful Grand Band and The Fables. Simmons career started in the early 1970s, he was in many local bands including Huski with Brian Macleod Later Chilliwack and Headpins . In 1978 Simmons co formed The Wonderful Grand Band WGB . The band was featured on a local variety show called The Root Cellar , airing on CBC. WGB released their self titled debut album The Wonderful Grand Band in 1979. In 1980 WGB aired their own self titled television show on CBC, where they performed skits and played their own songs. The show ran for 3 years and aired more than 40 episodes. In 1981, WGB released their second album, Living in a Fog . Several of the tracks from Living in a Fog were written by Simmons. WGB broke up in 1983. During the 1980s, Simmons toured and played locally with good friend Ron Hynes. In 1997 Simmons formed the Celtic Rock band The Fables . The Fables released their award winning debut album Tear the House Down in 1998. Simmons won the SOCAN Song of the Year award for the song Tear the House Down . The Fables most popular song, Heave Away was released on this album. The Fables then released their second album, A Time in 2000, Their third, Kings and Littles Ones in 2007, and their fourth, St. John's in 2008. The Wonderful Grand Band reformed in 2009. In 2010 Simmons released his first solo album Sweet Vanilla and his first solo single, Christmastime . The Wonderful Grand Band The Fables Solo Singles",1,0,0,0
3899,"Simmtronics Semiconductor Ltd. is an Indian privately held, multinational computer technology company that develops, manufactures, sells and supports Memory Module, Motherboard, Tablet PC, Simmbook, Low cost PC and other computer related parts. Simmtronics also processes, tests and resells under its label hard disk drives originally manufactured by suppliers such as Western Digital, Seagate, etc. acompany was founded in Delhi, India in 1992 by Indrajit Sabharwal, Managing Director. Simmtronics is widely known for its Memory Module. The headquarters is in Delhi, India, and has 4 manufacturing facilities in Roorkee, Bhiwadi India , Singapore and Dubai, U.A.E. , Simmtronics have a sales and subsidiary offices in Algeria, France, Mauritius, Macedonia, Nepal, Singapore, Sri Lanka, Thailand, U.K., U.S.A, Vietnam and U.A.E. In 1992, the firm was founded by Indrajit Sabharwal, Managing Director, Simmtronics. In December 2010, VIA Technologies tie up with Simmtronics as Exclusive Manufacturing and Distribution Partner for 'VIA pc 1' Mainboards in India and covers 15 other countries in SAARC, Middle East and Africa In July 2012, Simmtronics officially launched its tablets for the Middle East market in Dubai and claimed it is the worlds most affordable tablet. The company's products include",1,0,0,0
3900,"Simon Carves Engineering Ltd is a British, full service Process Engineering Contractor headquartered in Manchester, United Kingdom. Now owned by the parent company Engineers and Constructors International, Inc. ECI , part of the Mitsui Engineering and Shipbuilding Group The Business was founded in 1878 by Henry Simon after he visited the Besseges works at Terrenoire and saw the potential for the coke oven business in development by Francois Carves. He secured the patent rights to this innovative technology and in due course established the company known as Simon Carves. In 1890, Henry Simon left a note to his sons, who were to inherit control of the company, urging them to acquire a sound technical education and to keep close in touch with the scientific development throughout the world. His desire for them to be in a continuous search for engineering specialities and patents which would be used to improve the efficiency of large scale industrial processes in Britain and elsewhere, has eked into the company mentality and remains a leading factor in Simon Carves Engineerings approach to business today. The Simon Carves brand has become synonymous with numerous technologies, including gasification, fertiliser, petroleum refining and petrochemicals, having delivered over 4,000 projects across six continents in 60 countries. They are recognised as the worlds leading specialist engineering contractor for low density polyethylene LDPE and ethylene vinyl acetate EVA responsible for the design of 25 of the current global operating capacity. To date they have designed and supplied for more than 65 plants for polymer manufacturing, including 80 streams in 40 plants for LDPE and EVA.",1,0,0,0
3901,"Simonna is the second, self titled studio album by Lithuanian recording artist Simonna, released on December 8, 2013 by ZUZI Muzika. Simonna participated in National Eurovision Song Contest with album's second single, One Of A Kind. Album consists of 15 songs, that are recorded in two languages, Simonna's national language, Lithuanian, and English. The songs were produced by Bo Reimer, Bobby Ljunggren, Elena Shvilpe, Stanislovas Stavickis, Linas Adomaitis, Gintaras Zdebskis, Yann Peifer. The lyrics for songs were written by several Lithuanian and international artists Frederik Westin, Edgaras Lubys, Stanislovas Stavickis Stano, Irma Adomaitiene and others, and simona herself. The album was released on December 8, 2013. Also, Simonna covered one of Cascada's song for the album So far, Simonna has released two singles from her second album, One Of A Kind and Give.",0,0,1,0
3902,"Simpals in English is spelled sim pals is a group of Moldovan companies which provides online services and has one of the largest animation studios. Simpals is the leader of the online advertising market in Moldova and owns the largest portals including the most visited Moldovan site 999.md. The general coverage of Simpals portals reaches almost 75 of the Moldovan internet. The company owns 12 portals, 5 of them 999.md, point.md, play.md, forum.md, drive.md being in the in Russian top 10 most visited sites in Moldova. Simpals web platforms are visited by approximately 1.3 million unique visitors per month over 70 of all internet users from Moldova . In 2011, Simpals had 48 market share of online advertising 999.md, play.md, point.md, forum.md . According to this indicator, Simpals in Russian is the leader. According to in Russian Logos Press In 2011, Simpals launches Numbers the first internet sales house, joining the most important platforms of the Moldovan internet. Simpals owns the largest animation studio in the country, which has a portfolio of more than 100 advertising videos and five animated short films. Since 2008, the studio has been working on the first Moldovan 3D animated feature film in Romanian Tigan The Gipsy . In 2010, Simpals opened The School of Monsters MONSTERS.MD the school of animation and computer graphics. Simpals owns one of the largest online shops in Moldova 999.md Shop. In 2011, Simpals launches the first venture incubator Simpals Garage. The company's customers include the biggest local and international companies and brands Orange Moldova, Moldcell, Nestle, British American Tobacco Moldova, Microsoft Moldova, Moldtelecom local telephony operator , Efes Vitanta Moldova Brewery EVMB , Lafarge, Kraft Foods, factory , Audi, Volkswagen, Finlandia Vodka, Procter Gambell, President. 2009 2010 2012 2014",0,0,0,1
3903,"Simpay formerly Alpha Card Services is a United States based company that provides Card Processing Services, Payroll Services, Point of sale POS systems, Gift and Reward Cards, ATM Services, and Merchant Cash Advances to smaller businesses in a wide variety of industries in the US. The firm is a registered as an Independent Sales Organization and Merchant Services Provider ISO MSP with Wells Fargo Bank. Founded in 2000, Simpay is headquartered in Trevose, Pennsylvania, with a satellite office in Rocklin, CA. In addition to its staff, the firm partners with independent resellers, agents, and other ISOs around the country who sell the product line to local merchants, businesses, and professional firms. Alpha Card Services was founded by Lazaros Kalemis and Dimitrios Tsikoudis in October 2000 in Philadelphia, Pennsylvania. In 2005, the company moved to a larger location in Huntingdon Valley, Pennsylvania. In May 2006, Alpha Card Services added its first new service line Alpha ATM Services in 2011 it added POS Services and Payroll Services. Alpha Card Services was listed as one of Inc. Magazines 500 fastest growing privately held companies in the United States for three years. 2007 99 , 2008 292 , 2009 416 December 2012, the firm acquired Comstat Payroll, based in St Louis, MO. In June 2013, the company moved their headquarters to their current facility in Trevose, PA. In October 2017, the company rebranded itself to the marketplace as Simpay.",1,1,0,0
